words,answer,commonness,familiar,recognized
thorn,1,0.827,2.11,0.95
thoro,0,0.225,0.48,0.29
thorp,0,0.402,1.12,0.43
thort,0,0.147,0.28,0.2
those,1,0.987,2.98,0.98
thowt,0,0.103,0.2,0.14
thram,0,0.098,0.2,0.13
thrap,0,0.168,0.44,0.19
thraw,0,0.403,1.07,0.45
three,1,0.992,2.98,0.99
threw,1,0.975,2.91,0.98
thrip,0,0.242,0.55,0.3
throb,1,0.79,2.07,0.89
throe,0,0.828,2.27,0.9
throu,0,0.67,1.89,0.71
throw,1,0.988,2.99,0.98
thrum,1,0.422,1.18,0.45
thruv,0,0.157,0.37,0.19
thulr,0,0.048,0.11,0.06
thumb,1,0.985,2.97,0.98
thump,1,0.923,2.66,0.96
thung,0,0.282,0.94,0.25
thuoc,0,0.083,0.23,0.09
thurl,0,0.208,0.47,0.26
thurm,0,0.103,0.17,0.15
thurt,0,0.317,0.64,0.42
thyme,1,0.753,1.94,0.86
thymy,0,0.242,0.52,0.31
tiang,0,0.112,0.25,0.14
tiara,1,0.65,1.5,0.8
tibby,0,0.305,0.78,0.35
tibet,0,0.778,1.91,0.92
tibey,0,0.098,0.17,0.14
tibia,1,0.328,0.92,0.35
tical,0,0.192,0.43,0.24
ticca,0,0.187,0.43,0.23
ticer,0,0.2,0.51,0.23
ticky,0,0.3,0.84,0.32
ticul,0,0.128,0.26,0.17
tidal,1,0.812,2.08,0.93
tiddy,0,0.593,1.61,0.65
tided,0,0.692,1.69,0.82
tiffy,0,0.6,1.41,0.73
tiger,1,0.918,2.54,0.99
tight,1,0.988,2.99,0.98
tikka,0,0.455,1.41,0.44
tikor,0,0.082,0.19,0.1
tikur,0,0.073,0.14,0.1
tilde,1,0.585,1.41,0.7
tiled,0,0.813,2.15,0.91
tiler,0,0.608,1.52,0.71
tilly,0,0.642,1.48,0.79
tilth,0,0.202,0.64,0.19
tilty,0,0.853,2.36,0.92
timar,0,0.058,0.08,0.09
timbe,0,0.183,0.44,0.22
timbo,0,0.203,0.5,0.24
timed,0,0.927,2.65,0.97
timer,1,0.977,2.92,0.98
times,0,0.987,2.98,0.98
timid,1,0.743,1.88,0.86
timon,0,0.433,1.16,0.48
timor,0,0.328,0.98,0.33
tinct,0,0.202,0.4,0.27
tinea,0,0.173,0.44,0.2
tined,0,0.448,1.22,0.49
tinge,0,0.685,1.71,0.8
tingi,0,0.122,0.34,0.13
tinny,0,0.768,1.94,0.89
tinta,0,0.25,0.72,0.26
tinty,0,0.423,1.1,0.48
tiple,0,0.3,0.66,0.38
tippy,0,0.58,1.56,0.64
tipsy,1,0.818,2.09,0.94
tipup,0,0.158,0.35,0.2
tired,0,0.995,3.0,0.99
tirer,0,0.873,2.42,0.94
tirma,0,0.073,0.14,0.1
tirve,0,0.095,0.24,0.11
tisar,0,0.083,0.17,0.11
titan,1,0.73,1.8,0.86
titar,0,0.137,0.31,0.17
titer,0,0.328,0.8,0.39
tithe,1,0.532,1.36,0.61
title,1,0.977,2.92,0.98
titre,0,0.433,1.37,0.41
titty,0,0.823,2.15,0.93
tiver,0,0.177,0.43,0.21
tizzy,0,0.46,1.2,0.52
tlaco,0,0.067,0.13,0.09
tmema,0,0.032,0.04,0.05
toady,0,0.747,1.81,0.89
toast,1,0.992,2.98,0.99
today,1,0.995,3.0,0.99
toddy,1,0.637,1.51,0.77
toffy,0,0.817,2.05,0.95
togue,0,0.52,1.23,0.63
toher,0,0.113,0.26,0.14
toise,0,0.077,0.07,0.13
toity,0,0.088,0.2,0.11
tokay,0,0.415,1.08,0.47
token,1,0.867,2.32,0.96
tolan,0,0.202,0.43,0.26
toldo,0,0.122,0.22,0.17
tolly,0,0.567,1.48,0.64
tolyl,0,0.082,0.07,0.14
toman,0,0.152,0.4,0.17
tombe,0,0.208,0.56,0.23
tomin,0,0.128,0.29,0.16
tommy,0,0.852,2.29,0.94
tonal,1,0.592,1.48,0.69
toned,0,0.897,2.53,0.95
toner,0,0.788,2.03,0.9
tonga,1,0.458,1.16,0.53
tongs,0,0.872,2.41,0.94
tonic,1,0.782,1.96,0.91
tonus,0,0.403,1.13,0.43
toosh,0,0.335,0.87,0.38
tooth,1,0.993,2.99,0.99
topaz,1,0.602,1.33,0.76
topee,0,0.362,0.91,0.42
toper,0,0.317,0.76,0.38
topia,0,0.29,0.75,0.33
topic,1,0.975,2.91,0.98
toppy,0,0.527,1.36,0.6
topsl,0,0.122,0.25,0.16
toque,0,0.39,1.11,0.41
torah,0,0.555,1.35,0.66
toral,0,0.215,0.57,0.24
toran,0,0.098,0.17,0.14
torch,1,0.843,2.15,0.97
tored,0,0.138,0.35,0.16
toric,0,0.408,1.07,0.46
torii,0,0.265,0.87,0.24
torma,0,0.132,0.31,0.16
torse,0,0.255,0.75,0.26
torsk,0,0.108,0.23,0.14
torso,1,0.762,1.84,0.91
torta,0,0.413,1.28,0.4
torus,1,0.352,1.0,0.37
torve,0,0.098,0.23,0.12
toshy,0,0.298,0.83,0.32
tossy,0,0.573,1.46,0.66
total,1,0.988,2.99,0.98
totem,1,0.733,1.82,0.86
toter,0,0.557,1.48,0.62
totty,0,0.308,0.74,0.37
totum,0,0.098,0.17,0.14
touch,1,0.995,3.0,0.99
tough,1,0.987,2.98,0.98
tould,0,0.295,0.69,0.36
tourn,0,0.492,1.39,0.52
touse,0,0.295,0.72,0.35
tousy,0,0.317,0.88,0.34
tovar,0,0.07,0.09,0.11
towai,0,0.075,0.15,0.1
towan,0,0.153,0.29,0.21
towel,1,0.988,2.99,0.98
tower,1,0.952,2.77,0.98
towny,0,0.27,0.63,0.33
toxic,1,0.912,2.56,0.97
toxin,1,0.81,2.07,0.93
toxon,0,0.115,0.21,0.16
toyer,0,0.217,0.46,0.28
toyon,0,0.157,0.43,0.17
tozee,0,0.112,0.19,0.16
tozer,0,0.188,0.41,0.24
trace,1,0.91,2.55,0.97
track,1,0.985,2.97,0.98
tract,1,0.772,1.9,0.91
trade,1,0.987,2.98,0.98
trady,0,0.143,0.29,0.19
tragi,0,0.14,0.27,0.19
traik,0,0.288,0.62,0.37
trail,1,0.945,2.76,0.97
train,1,0.992,2.98,0.99
trait,1,0.83,2.16,0.94
trama,0,0.27,0.75,0.29
trame,0,0.118,0.26,0.15
tramp,1,0.832,2.11,0.96
trank,0,0.277,0.73,0.31
trant,0,0.187,0.43,0.23
traps,0,0.928,2.66,0.97
trash,1,0.995,3.0,0.99
trass,0,0.165,0.39,0.2
trasy,0,0.077,0.13,0.11
trave,0,0.303,0.77,0.35
trawl,1,0.472,1.27,0.52
tread,1,0.893,2.51,0.95
treat,1,0.985,2.97,0.98
treed,0,0.592,1.33,0.74
treen,0,0.19,0.3,0.28
treey,0,0.267,0.55,0.35
trend,1,0.957,2.83,0.97
tress,0,0.593,1.46,0.7
trest,0,0.297,0.67,0.37
trews,0,0.415,1.26,0.41
triad,1,0.65,1.62,0.76
trial,1,0.948,2.75,0.98
tribe,1,0.852,2.2,0.97
trica,0,0.178,0.44,0.21
trice,1,0.59,1.47,0.69
trick,1,0.985,2.97,0.98
tried,1,0.983,2.96,0.98
trier,0,0.48,1.41,0.49
trifa,0,0.182,0.43,0.22
trike,0,0.792,2.02,0.91
trill,0,0.652,1.6,0.77
trine,0,0.292,0.7,0.35
trink,0,0.34,0.93,0.37
trior,0,0.148,0.29,0.2
tripe,1,0.567,1.33,0.69
tripy,0,0.248,0.56,0.31
trist,0,0.218,0.5,0.27
trite,1,0.682,1.72,0.79
troat,0,0.193,0.41,0.25
troca,0,0.14,0.36,0.16
trock,0,0.185,0.54,0.19
troco,0,0.143,0.38,0.16
trode,0,0.258,0.59,0.32
troft,0,0.082,0.19,0.1
trogs,0,0.27,0.72,0.3
troke,0,0.502,1.21,0.6
troll,1,0.873,2.33,0.97
tromp,0,0.432,1.15,0.48
trona,0,0.218,0.59,0.24
tronc,0,0.212,0.67,0.2
trone,0,0.477,1.45,0.47
troop,1,0.857,2.26,0.96
troot,0,0.16,0.33,0.21
trope,1,0.58,1.5,0.66
troth,0,0.493,1.19,0.59
trout,1,0.818,2.03,0.96
trove,1,0.623,1.55,0.73
trubu,0,0.057,0.1,0.08
truce,1,0.803,2.0,0.94
truck,1,0.987,2.98,0.98
truer,1,0.678,1.79,0.76
truff,0,0.445,1.11,0.52
trull,0,0.187,0.43,0.23
truly,1,0.96,2.82,0.98
trump,1,0.893,2.48,0.96
trunk,1,0.953,2.78,0.98
trush,0,0.325,0.81,0.38
truss,1,0.642,1.57,0.76
trust,1,0.993,2.99,0.99
truth,1,0.99,2.97,0.99
tryma,0,0.127,0.31,0.15
trypa,0,0.107,0.19,0.15
tryst,1,0.457,1.15,0.53
tsere,0,0.058,0.08,0.09
tsine,0,0.09,0.15,0.13
tsuba,0,0.062,0.07,0.1
tsubo,0,0.055,0.06,0.09
tuarn,0,0.112,0.25,0.14
tuart,0,0.12,0.27,0.15
tuath,0,0.045,0.03,0.08
tubae,0,0.147,0.22,0.22
tubal,1,0.343,0.95,0.37
tubar,0,0.238,0.53,0.3
tubba,0,0.183,0.47,0.21
tubby,0,0.743,1.82,0.88
tuber,1,0.658,1.73,0.74
tubig,0,0.09,0.21,0.11
tubik,0,0.078,0.17,0.1
tucky,0,0.42,1.14,0.46
tucum,0,0.13,0.27,0.17
tudel,0,0.148,0.35,0.18
tufan,0,0.1,0.24,0.12
tufty,0,0.61,1.56,0.7
tugui,0,0.078,0.17,0.1
tuism,0,0.152,0.34,0.19
tukra,0,0.058,0.08,0.09
tulip,1,0.84,2.13,0.97
tulle,1,0.425,1.17,0.46
tulsi,0,0.188,0.5,0.21
tumid,0,0.175,0.51,0.18
tummy,0,0.843,2.18,0.96
tumor,1,0.818,2.06,0.95
tunca,0,0.067,0.1,0.1
tuned,0,0.928,2.69,0.96
tuner,0,0.81,2.1,0.92
tungo,0,0.15,0.39,0.17
tunic,1,0.672,1.66,0.79
tunna,0,0.808,2.27,0.86
tunny,0,0.613,1.49,0.73
tupek,0,0.1,0.27,0.11
tupik,0,0.072,0.13,0.1
tuque,0,0.198,0.56,0.21
turbo,1,0.862,2.35,0.94
turco,0,0.257,0.58,0.32
turfy,0,0.507,1.18,0.62
turgy,0,0.097,0.16,0.14
turio,0,0.107,0.22,0.14
turma,0,0.103,0.17,0.15
turns,0,0.987,2.98,0.98
turps,0,0.392,0.97,0.46
turse,0,0.123,0.26,0.16
turus,0,0.07,0.09,0.11
tusky,0,0.508,1.31,0.58
tutee,0,0.673,1.73,0.77
tutin,0,0.14,0.33,0.17
tutly,0,0.117,0.16,0.18
tutor,1,0.908,2.54,0.97
tutti,0,0.265,0.66,0.31
tutty,0,0.443,1.1,0.52
twain,0,0.51,0.99,0.69
twale,0,0.19,0.39,0.25
twalt,0,0.068,0.11,0.1
twang,1,0.74,1.86,0.86
twank,0,0.18,0.42,0.22
twant,0,0.102,0.16,0.15
tweag,0,0.082,0.22,0.09
tweak,1,0.852,2.32,0.93
tweed,1,0.745,1.83,0.88
tweeg,0,0.082,0.16,0.11
tweel,0,0.137,0.22,0.2
tween,0,0.675,1.8,0.75
tweet,1,0.947,2.77,0.97
tweil,0,0.137,0.37,0.15
twere,0,0.208,0.26,0.33
twerp,0,0.553,1.4,0.64
twice,1,0.978,2.93,0.98
twick,0,0.362,0.91,0.42
twill,0,0.46,1.32,0.48
twilt,0,0.478,1.25,0.54
twine,1,0.81,2.01,0.95
twink,0,0.685,1.71,0.8
twiny,0,0.692,1.72,0.81
twire,0,0.41,0.99,0.49
twirk,0,0.585,1.59,0.64
twirl,1,0.84,2.19,0.95
twist,1,0.98,2.94,0.98
twite,0,0.275,0.57,0.36
twixt,1,0.383,0.92,0.46
tydie,0,0.102,0.22,0.13
tying,1,0.962,2.86,0.97
tyken,0,0.095,0.18,0.13
tylus,0,0.105,0.21,0.14
typal,0,0.145,0.24,0.21
typer,0,0.855,2.31,0.94
typic,0,0.16,0.33,0.21
tyste,0,0.108,0.23,0.14
uayeb,0,0.032,0.04,0.05
uckia,0,0.113,0.26,0.14
udasi,0,0.048,0.05,0.08
udder,1,0.763,1.85,0.91
udell,0,0.097,0.1,0.16
uhlan,0,0.103,0.23,0.13
uhllo,0,0.142,0.31,0.18
uinal,0,0.072,0.1,0.11
ukase,0,0.197,0.61,0.19
ulcer,1,0.772,1.99,0.88
ulema,0,0.197,0.76,0.14
uller,0,0.292,0.7,0.35
ulmic,0,0.063,0.08,0.1
ulmin,0,0.055,0.06,0.09
ulnad,0,0.085,0.15,0.12
ulnae,0,0.062,0.01,0.12
ulnar,0,0.27,0.75,0.29
uloid,0,0.063,0.08,0.1
ultra,1,0.847,2.26,0.94
uluhi,0,0.045,0.06,0.07
ululu,0,0.248,0.62,0.29
umbel,0,0.145,0.3,0.19
umber,0,0.498,1.31,0.56
umble,0,0.393,1.13,0.41
umbra,1,0.32,1.02,0.3
umiak,0,0.087,0.19,0.11
umiri,0,0.053,0.08,0.08
umpty,0,0.355,0.87,0.42
unact,0,0.105,0.21,0.14
unadd,0,0.083,0.17,0.11
unamo,0,0.11,0.24,0.14
unapt,0,0.057,0.13,0.07
unark,0,0.087,0.13,0.13
unarm,0,0.238,0.53,0.3
unary,0,0.265,0.66,0.31
unbag,0,0.553,1.58,0.58
unbar,0,0.502,1.45,0.52
unbay,0,0.255,0.72,0.27
unbed,0,0.19,0.39,0.25
unbet,0,0.2,0.48,0.24
unbid,0,0.147,0.31,0.19
unbit,0,0.105,0.21,0.14
unbog,0,0.177,0.37,0.23
unbow,0,0.21,0.57,0.23
unbox,0,0.782,2.17,0.84
unboy,0,0.165,0.36,0.21
unbud,0,0.18,0.42,0.22
uncap,0,0.372,1.12,0.37
uncia,0,0.183,0.41,0.23
uncle,1,0.987,2.95,0.99
uncoy,0,0.313,0.68,0.4
uncus,0,0.055,0.03,0.1
uncut,1,0.865,2.34,0.95
undam,0,0.175,0.42,0.21
unden,0,0.2,0.51,0.23
under,1,0.99,3.0,0.98
undid,1,0.773,1.97,0.89
undig,0,0.308,0.77,0.36
undim,0,0.127,0.28,0.16
undog,0,0.155,0.33,0.2
undon,0,0.303,0.68,0.38
undry,0,0.188,0.35,0.26
undub,0,0.197,0.52,0.22
undue,1,0.715,1.77,0.84
undug,0,0.142,0.4,0.15
undye,0,0.132,0.25,0.18
uneye,0,0.167,0.28,0.24
unfar,0,0.135,0.39,0.14
unfed,1,0.448,1.22,0.49
unfew,0,0.165,0.3,0.23
unfit,1,0.868,2.33,0.96
unfix,0,0.293,0.83,0.31
unfur,0,0.467,1.21,0.53
ungag,0,0.058,0.08,0.09
unget,0,0.138,0.32,0.17
ungka,0,0.063,0.11,0.09
ungod,0,0.213,0.47,0.27
ungot,0,0.102,0.16,0.15
ungum,0,0.058,0.11,0.08
unhad,0,0.203,0.5,0.24
unhap,0,0.197,0.46,0.24
unhat,0,0.248,0.62,0.29
unhex,0,0.088,0.11,0.14
unhid,0,0.277,0.7,0.32
unhit,0,0.275,0.66,0.33
unhot,0,0.408,1.01,0.48
uniat,0,0.057,0.07,0.09
unice,0,0.285,0.6,0.37
unify,1,0.775,1.98,0.89
uninn,0,0.098,0.2,0.13
union,1,0.938,2.72,0.97
unite,1,0.945,2.73,0.98
unity,1,0.86,2.25,0.97
unjam,0,0.628,1.73,0.68
unked,0,0.073,0.11,0.11
unken,0,0.12,0.27,0.15
unket,0,0.072,0.13,0.1
unkey,0,0.25,0.63,0.29
unkid,0,0.078,0.11,0.12
unkin,0,0.115,0.21,0.16
unlap,0,0.252,0.7,0.27
unlaw,0,0.202,0.34,0.29
unlay,0,0.323,0.92,0.34
unled,0,0.352,0.91,0.4
unlet,0,0.277,0.7,0.32
unlid,0,0.238,0.56,0.29
unlie,0,0.195,0.48,0.23
unlit,1,0.702,1.81,0.8
unmad,0,0.257,0.49,0.35
unman,0,0.382,1.0,0.43
unmet,1,0.692,1.81,0.78
unmew,0,0.09,0.15,0.13
unmix,0,0.352,0.91,0.4
unnew,0,0.145,0.33,0.18
unode,0,0.157,0.31,0.21
unoil,0,0.148,0.29,0.2
unold,0,0.143,0.29,0.19
unorn,0,0.09,0.15,0.13
unown,0,0.465,1.05,0.58
unpeg,0,0.293,0.89,0.29
unpen,0,0.262,0.67,0.3
unpin,0,0.662,1.87,0.7
unpot,0,0.388,1.04,0.43
unput,0,0.188,0.44,0.23
unram,0,0.228,0.65,0.24
unray,0,0.22,0.57,0.25
unred,0,0.132,0.31,0.16
unrid,0,0.083,0.2,0.1
unrig,0,0.248,0.68,0.27
unrip,0,0.357,0.97,0.39
unrow,0,0.167,0.58,0.14
unrun,0,0.298,0.86,0.31
unsad,0,0.183,0.44,0.22
unsay,0,0.288,0.71,0.34
unsee,0,0.228,0.5,0.29
unset,1,0.665,1.77,0.74
unsew,0,0.327,0.91,0.35
unsex,0,0.168,0.32,0.23
unshy,0,0.322,0.88,0.35
unsin,0,0.102,0.19,0.14
unsly,0,0.1,0.15,0.15
unson,0,0.137,0.31,0.17
unsty,0,0.16,0.3,0.22
unsun,0,0.127,0.25,0.17
untap,0,0.578,1.58,0.63
untar,0,0.122,0.34,0.13
untax,0,0.397,1.18,0.4
untie,1,0.878,2.42,0.95
until,1,0.978,2.93,0.98
untin,0,0.117,0.28,0.14
untop,0,0.135,0.33,0.16
unurn,0,0.087,0.19,0.11
unuse,0,0.167,0.37,0.21
unwan,0,0.078,0.17,0.1
unwax,0,0.325,0.84,0.37
unweb,0,0.117,0.28,0.14
unwed,1,0.595,1.41,0.72
unwet,0,0.137,0.28,0.18
unwig,0,0.337,0.88,0.38
unwon,0,0.65,1.68,0.74
unzen,0,0.092,0.16,0.13
unzip,1,0.765,1.92,0.89
uparm,0,0.078,0.17,0.1
upbar,0,0.272,0.73,0.3
upbay,0,0.15,0.36,0.18
upbid,0,0.32,0.81,0.37
upbuy,0,0.133,0.26,0.18
upcry,0,0.577,1.45,0.67
upcut,0,0.187,0.37,0.25
updry,0,0.097,0.19,0.13
upeat,0,0.095,0.24,0.11
upend,0,0.532,1.39,0.6
upfly,0,0.337,1.0,0.34
upget,0,0.137,0.22,0.2
upher,0,0.23,0.48,0.3
upjet,0,0.172,0.37,0.22
uplay,0,0.358,1.07,0.36
upleg,0,0.082,0.13,0.12
upmix,0,0.235,0.57,0.28
upper,1,0.982,2.95,0.98
uppop,0,0.127,0.25,0.17
uprid,0,0.082,0.16,0.11
uprip,0,0.072,0.16,0.09
uprun,0,0.073,0.14,0.1
upset,1,0.987,2.98,0.98
upsey,0,0.237,0.55,0.29
upsit,0,0.112,0.34,0.11
upsun,0,0.207,0.52,0.24
upsup,0,0.12,0.36,0.12
uptie,0,0.315,0.84,0.35
upwax,0,0.102,0.19,0.14
upway,0,0.188,0.41,0.24
urali,0,0.157,0.34,0.2
urare,0,0.092,0.22,0.11
urari,0,0.05,0.06,0.08
urase,0,0.088,0.2,0.11
urate,0,0.247,0.67,0.27
urban,1,0.913,2.57,0.97
urbic,0,0.09,0.12,0.14
urdee,0,0.118,0.23,0.16
ureal,0,0.105,0.15,0.16
uredo,0,0.05,0.06,0.08
ureic,0,0.062,0.07,0.1
ureid,0,0.07,0.09,0.11
urent,0,0.222,0.61,0.24
urger,0,0.647,1.72,0.72
urial,0,0.113,0.23,0.15
urine,1,0.898,2.48,0.97
urite,0,0.213,0.5,0.26
urlar,0,0.122,0.31,0.14
urled,0,0.6,1.89,0.57
urman,0,0.098,0.17,0.14
urnae,0,0.075,0.09,0.12
urnal,0,0.348,0.95,0.38
ursal,0,0.152,0.28,0.21
urson,0,0.125,0.24,0.17
ursuk,0,0.09,0.18,0.12
urubu,0,0.175,0.6,0.15
urucu,0,0.053,0.08,0.08
usage,1,0.87,2.37,0.95
usara,0,0.092,0.13,0.14
usent,0,0.147,0.4,0.16
usher,1,0.79,1.98,0.92
using,1,0.987,2.98,0.98
usnea,0,0.05,0.06,0.08
usnic,0,0.062,0.07,0.1
usque,0,0.06,0.06,0.1
uster,0,0.127,0.22,0.18
usual,1,0.982,2.95,0.98
usure,0,0.142,0.25,0.2
usurp,1,0.518,1.34,0.59
usury,0,0.297,1.0,0.26
utchy,0,0.317,0.64,0.42
utees,0,0.113,0.29,0.13
uteri,0,0.343,0.92,0.38
utick,0,0.125,0.27,0.16
utile,1,0.3,0.6,0.4
utrum,0,0.05,0.06,0.08
utsuk,0,0.037,0.04,0.06
utter,1,0.843,2.21,0.95
uvate,0,0.117,0.25,0.15
uveal,0,0.065,0.06,0.11
uviol,0,0.047,0.07,0.07
uvito,0,0.065,0.09,0.1
uvrou,0,0.057,0.13,0.07
uvula,0,0.345,0.99,0.36
uvver,0,0.08,0.15,0.11
uzara,0,0.052,0.07,0.08
vache,0,0.143,0.26,0.2
vacoa,0,0.078,0.11,0.12
vagal,0,0.18,0.36,0.24
vagas,0,0.145,0.3,0.19
vague,1,0.907,2.56,0.96
vagus,0,0.373,1.01,0.41
vaire,0,0.107,0.19,0.15
vairy,0,0.197,0.4,0.26
vajra,0,0.173,0.5,0.18
vakia,0,0.057,0.07,0.09
vakil,0,0.073,0.11,0.11
valet,1,0.772,1.99,0.88
valid,1,0.953,2.78,0.98
valor,1,0.737,1.78,0.88
valse,0,0.32,0.87,0.35
value,1,0.985,2.97,0.98
valva,0,0.108,0.2,0.15
valve,1,0.812,2.11,0.92
valyl,0,0.058,0.05,0.1
vaned,0,0.3,0.84,0.32
vapid,1,0.41,1.11,0.45
vapor,1,0.843,2.21,0.95
varan,0,0.248,0.8,0.23
vardy,0,0.355,0.9,0.41
varec,0,0.083,0.14,0.12
varix,0,0.132,0.31,0.16
varna,0,0.272,0.79,0.28
varus,0,0.127,0.25,0.17
varve,0,0.093,0.17,0.13
vasal,0,0.095,0.21,0.12
vasty,0,0.4,0.87,0.51
vatic,0,0.227,0.52,0.28
vaudy,0,0.123,0.23,0.17
vault,1,0.813,2.06,0.94
vaunt,1,0.422,1.12,0.47
vealy,0,0.313,0.62,0.42
vedro,0,0.105,0.24,0.13
veery,0,0.238,0.62,0.27
vegan,1,0.842,2.2,0.95
veily,0,0.145,0.33,0.18
veiny,0,0.642,1.69,0.72
velal,0,0.058,0.08,0.09
velar,0,0.277,0.61,0.35
veldt,0,0.277,0.85,0.27
velic,0,0.077,0.13,0.11
velte,0,0.062,0.07,0.1
velum,0,0.108,0.2,0.15
venal,0,0.343,1.1,0.32
venie,0,0.11,0.18,0.16
venin,0,0.368,0.95,0.42
venom,1,0.832,2.08,0.97
venue,1,0.805,2.04,0.93
verby,0,0.163,0.35,0.21
verek,0,0.068,0.11,0.1
verge,1,0.7,1.8,0.8
vergi,0,0.103,0.23,0.13
verre,0,0.185,0.48,0.21
verse,1,0.85,2.22,0.96
verso,1,0.37,1.05,0.39
verst,0,0.135,0.3,0.17
verve,1,0.568,1.52,0.63
vetch,0,0.272,0.73,0.3
veuve,0,0.175,0.45,0.2
vexed,0,0.67,1.62,0.8
vexer,0,0.113,0.23,0.15
vexil,0,0.085,0.15,0.12
viand,0,0.213,0.65,0.21
vibex,0,0.047,0.04,0.08
vibix,0,0.045,0.06,0.07
vicar,1,0.662,1.6,0.79
video,1,0.988,2.99,0.98
vidry,0,0.075,0.12,0.11
vidya,0,0.125,0.21,0.18
viewy,0,0.257,0.58,0.32
vifda,0,0.045,0.03,0.08
vigia,0,0.11,0.15,0.17
vigil,1,0.698,1.7,0.83
vigor,1,0.773,1.97,0.89
vijao,0,0.048,0.05,0.08
villa,1,0.727,1.78,0.86
ville,0,0.527,1.42,0.58
vimen,0,0.16,0.36,0.2
vinal,0,0.148,0.26,0.21
vinea,0,0.263,0.65,0.31
vined,0,0.297,0.67,0.37
viner,0,0.422,1.09,0.48
vinic,0,0.077,0.13,0.11
vinny,0,0.695,1.74,0.81
vinta,0,0.168,0.41,0.2
vinyl,1,0.795,1.98,0.93
viola,1,0.765,1.86,0.91
viper,1,0.728,1.76,0.87
viral,1,0.925,2.67,0.96
vireo,0,0.2,0.57,0.21
virga,0,0.115,0.21,0.16
virid,0,0.14,0.3,0.18
viron,0,0.205,0.42,0.27
virtu,0,0.168,0.32,0.23
virus,1,0.963,2.84,0.98
visie,0,0.225,0.66,0.23
visit,1,0.987,2.98,0.98
visne,0,0.073,0.11,0.11
vison,0,0.44,0.96,0.56
visor,1,0.782,1.96,0.91
vista,1,0.793,2.06,0.9
visto,0,0.195,0.39,0.26
vital,1,0.91,2.58,0.96
vitta,0,0.153,0.32,0.2
viuva,0,0.113,0.29,0.13
vivax,0,0.168,0.35,0.22
viver,0,0.195,0.42,0.25
vives,0,0.167,0.4,0.2
vivid,1,0.82,2.1,0.94
vixen,1,0.683,1.73,0.79
vocal,1,0.86,2.31,0.95
vodka,1,0.837,2.17,0.95
vogue,1,0.82,2.07,0.95
voice,1,0.988,2.99,0.98
voila,1,0.733,1.88,0.84
voile,0,0.368,1.13,0.36
volar,0,0.203,0.47,0.25
volet,0,0.305,1.05,0.26
volva,0,0.197,0.46,0.24
vomer,0,0.127,0.19,0.19
vomit,1,0.928,2.63,0.98
votal,0,0.085,0.12,0.13
voter,1,0.937,2.68,0.98
vouch,1,0.763,1.91,0.89
vouge,0,0.615,1.53,0.72
vowed,0,0.767,1.87,0.91
vowel,1,0.91,2.52,0.98
vower,0,0.278,0.53,0.38
vraic,0,0.05,0.03,0.09
vuggy,0,0.26,0.51,0.35
vulva,0,0.555,1.38,0.65
vying,1,0.577,1.48,0.66
waapa,0,0.053,0.05,0.09
wabby,0,0.11,0.21,0.15
wacke,0,0.712,1.87,0.8
wacky,1,0.8,2.04,0.92
waddy,0,0.342,0.91,0.38
wader,0,0.533,1.31,0.63
wadna,0,0.103,0.26,0.12
wafer,1,0.775,1.98,0.89
wafty,0,0.418,1.13,0.46
waged,0,0.81,2.1,0.92
wager,1,0.778,1.97,0.9
wages,0,0.962,2.86,0.97
waggy,0,0.575,1.59,0.62
wagon,1,0.81,1.98,0.96
wahoo,0,0.66,1.83,0.71
waily,0,0.108,0.2,0.15
waird,0,0.2,0.33,0.29
waise,0,0.27,0.54,0.36
waist,1,0.943,2.75,0.97
waive,1,0.69,1.77,0.79
wakan,0,0.117,0.22,0.16
waken,0,0.867,2.35,0.95
waker,0,0.762,1.99,0.86
wakes,0,0.925,2.7,0.95
wakif,0,0.062,0.1,0.09
wakon,0,0.07,0.09,0.11
waled,0,0.418,1.04,0.49
waler,0,0.335,0.84,0.39
wally,0,0.707,1.63,0.87
walsh,0,0.612,1.42,0.75
walth,0,0.175,0.39,0.22
waltz,1,0.8,1.98,0.94
wamel,0,0.112,0.28,0.13
wamus,0,0.085,0.12,0.13
wandy,0,0.425,0.93,0.54
waned,0,0.717,1.81,0.83
wanga,0,0.105,0.21,0.14
wanle,0,0.078,0.2,0.09
wanly,0,0.168,0.26,0.25
wanny,0,0.2,0.42,0.26
wanty,0,0.162,0.31,0.22
warch,0,0.302,0.55,0.42
warly,0,0.263,0.5,0.36
warnt,0,0.235,0.63,0.26
warse,0,0.13,0.24,0.18
warst,0,0.248,0.47,0.34
warth,0,0.438,0.95,0.56
warty,1,0.72,1.74,0.86
warve,0,0.145,0.27,0.2
wasel,0,0.073,0.14,0.1
washy,0,0.59,1.56,0.66
wasnt,0,0.775,2.07,0.86
waspy,0,0.422,1.12,0.47
waste,1,0.988,2.99,0.98
wasty,0,0.603,1.49,0.71
watap,0,0.11,0.21,0.15
watch,1,0.995,3.0,0.99
water,1,0.995,3.0,0.99
wauch,0,0.115,0.27,0.14
waugh,0,0.385,0.93,0.46
wauns,0,0.142,0.25,0.2
wauve,0,0.135,0.33,0.16
waved,0,0.943,2.78,0.96
waver,1,0.892,2.5,0.95
wavey,0,0.393,0.98,0.46
wawah,0,0.12,0.33,0.13
waxen,1,0.473,1.1,0.58
waxer,0,0.593,1.67,0.63
